serial_number,order_id,customer_id,customer_name,Gender,email,phone_number,address,product_id,product_name,product_category,supplier_id,supplier_name,supplier_phone,supplier_email,inventory_id,location,stock_quantity,quantity,unit_price,order_date,order_status,remaining_stock
1016,482,292,Kyle Daugherty,Female,walkerandrew@yahoo.com,194.979.6958,"5557 Steven Summit, Clarkburgh, MS 34015",200,Program Floor,Grocery,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,200,Warehouse B,415,2,351.24,2025-08-30,Delivered,415
1017,483,350,Stephen Neal,Female,andrew97@gmail.com,001-231-660-0767x6209,"PSC 1447, Box 3404, APO AE 31279",184,Decade Consumer,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,184,Warehouse A,50,1,233.12,2025-06-28,Delivered,50
1018,483,350,Stephen Neal,Female,andrew97@gmail.com,001-231-660-0767x6209,"PSC 1447, Box 3404, APO AE 31279",44,Way Be,Toys,47,"Anderson, Browning and Murphy",(232)858-8424x74517,taylortammy@ramsey.net,44,Warehouse A,389,1,461.78,2025-06-28,Delivered,389
1019,484,395,Roger Roberts,Female,nicolas08@mcdonald-williams.com,4365515848,"136 Lauren Pass Apt. 550, Kyleburgh, OK 49695",72,Bed Better,Sports,47,"Anderson, Browning and Murphy",(232)858-8424x74517,taylortammy@ramsey.net,72,Store 2,101,3,401.29,2025-06-02,Pending,101
1020,484,395,Roger Roberts,Female,nicolas08@mcdonald-williams.com,4365515848,"136 Lauren Pass Apt. 550, Kyleburgh, OK 49695",99,Pretty Positive,Home,40,Murray Inc,+1-274-846-7737x8263,michellehill@morgan-french.com,99,Store 2,131,1,41.26,2025-06-02,Pending,131
1021,484,395,Roger Roberts,Female,nicolas08@mcdonald-williams.com,4365515848,"136 Lauren Pass Apt. 550, Kyleburgh, OK 49695",123,Area Clearly,Garden,16,Walters LLC,0524278680,jonesnicole@gardner.org,123,Warehouse A,23,2,463.81,2025-06-02,Pending,23
1022,485,35,Shaun Johnson,Male,michelle17@gmail.com,001-339-596-2923x30958,"4494 Derek Terrace, Sellersview, SD 17132",277,Popular Feel,Toys,44,Williams Inc,556-238-6922x2196,tyleraguilar@murray.info,277,Store 1,381,3,304.75,2025-05-18,Shipped,381
1023,486,21,Dalton Lucas,Other,christopher30@yahoo.com,(990)139-8373x5403,"USS Burgess, FPO AA 32298",231,Impact Issue,Clothing,26,Robinson-Graham,6562729806,millerroy@white-green.com,231,Store 1,159,1,156.57,2025-05-30,Delivered,159
1024,486,21,Dalton Lucas,Other,christopher30@yahoo.com,(990)139-8373x5403,"USS Burgess, FPO AA 32298",19,Strategy Story,Home,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,19,Store 2,119,3,202.82,2025-05-30,Delivered,119
1025,487,204,Matthew Ray,Male,jcarter@gmail.com,305.912.6620,"01859 Booker Road Suite 301, South Tracy, PA 23109",22,Evidence Area,Home,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,22,Store 2,361,2,291.19,2025-09-21,Shipped,361
1026,488,365,Richard Clark,Female,richard34@gmail.com,(970)931-7069x5560,"1645 Joseph Green Suite 223, Port Barry, MN 06789",268,Catch Picture,Garden,18,Pham-Shields,421.607.3375,lori33@keller.com,268,Store 1,494,3,38.33,2025-09-20,Delivered,494
1027,489,217,Amanda Lee,Male,patricia71@yahoo.com,768-802-9424,"367 Gabriel Terrace, Hartfurt, PA 36086",275,His Require,Home,2,Wolfe LLC,235-116-1559x407,dudleynicholas@carter.com,275,Warehouse A,268,2,118.32,2025-11-10,Delivered,268
1028,489,217,Amanda Lee,Male,patricia71@yahoo.com,768-802-9424,"367 Gabriel Terrace, Hartfurt, PA 36086",297,Capital Feel,Grocery,8,"Collins, Carney and Santos",871.331.5098x393,jonescrystal@jones.com,297,Warehouse A,302,2,473.8,2025-11-10,Delivered,302
1029,489,217,Amanda Lee,Male,patricia71@yahoo.com,768-802-9424,"367 Gabriel Terrace, Hartfurt, PA 36086",37,Question Allow,Beauty,11,House and Sons,(677)360-2606,sara74@horton-cross.net,37,Store 1,488,3,300.22,2025-11-10,Delivered,488
1030,489,217,Amanda Lee,Male,patricia71@yahoo.com,768-802-9424,"367 Gabriel Terrace, Hartfurt, PA 36086",73,Lay Big,Clothing,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,73,Store 2,436,2,94.85,2025-11-10,Delivered,436
1031,490,328,Sharon Sims,Female,robert06@bennett-kirby.com,001-749-060-7231x11271,"46484 Foley Green Apt. 163, New Meghanborough, NC 05179",242,Beat Pass,Toys,12,"Higgins, Moore and Phillips",9805009788,brianromero@jones.com,242,Store 2,176,3,12.0,2025-09-29,Delivered,176
1032,490,328,Sharon Sims,Female,robert06@bennett-kirby.com,001-749-060-7231x11271,"46484 Foley Green Apt. 163, New Meghanborough, NC 05179",125,Prepare Appear,Sports,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,125,Warehouse A,59,2,392.28,2025-09-29,Delivered,59
1033,491,79,Deborah Herrera,Other,victoria63@yahoo.com,+1-872-588-7449,"213 Logan Estates Apt. 386, Laurenton, MS 83846",26,Attack Maybe,Electronics,50,Sampson-Foley,585-064-3171,darleneharper@williams.com,26,Warehouse A,445,1,124.3,2025-07-25,Shipped,445
1034,492,41,Casey Smith,Other,martinstephanie@holmes.com,(410)564-8149,"8507 Michael Glens Apt. 913, North Micheletown, AZ 62336",50,Garden I,Electronics,32,"Cooper, Barajas and Pierce",(744)431-3518x233,lhill@carlson.com,50,Store 1,150,1,57.35,2025-09-22,Delivered,150
1035,492,41,Casey Smith,Other,martinstephanie@holmes.com,(410)564-8149,"8507 Michael Glens Apt. 913, North Micheletown, AZ 62336",88,Participant Movement,Garden,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,88,Warehouse A,321,3,33.16,2025-09-22,Delivered,321
1036,492,41,Casey Smith,Other,martinstephanie@holmes.com,(410)564-8149,"8507 Michael Glens Apt. 913, North Micheletown, AZ 62336",55,Student Science,Garden,31,Beard-Haynes,808-313-6783x777,davisjeffrey@sanchez.net,55,Warehouse B,87,2,136.2,2025-09-22,Delivered,87
1037,493,80,Brandon Thomas,Other,brownjeffrey@gmail.com,+1-066-984-9027x703,"09883 Emily Lake Apt. 021, Kimberlystad, MO 53644",113,Allow Benefit,Garden,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,113,Store 1,421,3,371.91,2025-09-29,Shipped,421
1038,493,80,Brandon Thomas,Other,brownjeffrey@gmail.com,+1-066-984-9027x703,"09883 Emily Lake Apt. 021, Kimberlystad, MO 53644",104,Rule Example,Electronics,42,Hall-Rowe,5766270289,molly71@lozano.com,104,Warehouse B,72,1,318.81,2025-09-29,Shipped,72
1039,494,301,Wendy King,Male,travis25@hotmail.com,844.483.5488x4712,"772 Cameron Meadows Suite 175, East Kimberly, IN 28447",206,Home Theory,Home,13,Wilson-Zamora,990.916.9985,james53@foster-powers.com,206,Warehouse A,444,2,312.99,2025-10-24,Delivered,444
1040,495,333,Teresa Reynolds,Female,bensonpaul@hotmail.com,(492)693-2657,"5998 Erica Turnpike, North Andrewton, CO 41565",295,Seek Throughout,Electronics,20,Lam-Lee,6088356159,elizabeth14@parker.com,295,Store 1,226,1,278.36,2025-11-05,Delivered,226
1041,496,159,Carl Leach,Male,dphillips@jones.biz,(179)454-9180x17226,"459 Todd Mission Suite 523, North Julie, KS 88766",110,Character Others,Electronics,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,110,Store 1,232,1,50.69,2025-11-09,Delivered,232
1042,497,123,Heather Maldonado,Female,chensusan@gmail.com,(851)743-2806x346,"PSC 5717, Box 3203, APO AE 94838",172,Force Skill,Grocery,18,Pham-Shields,421.607.3375,lori33@keller.com,172,Store 1,372,1,43.35,2025-05-29,Shipped,372
1043,497,123,Heather Maldonado,Female,chensusan@gmail.com,(851)743-2806x346,"PSC 5717, Box 3203, APO AE 94838",62,Job Group,Home,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,62,Warehouse A,341,1,373.15,2025-05-29,Shipped,341
1044,498,223,Shannon Spence,Female,dylan77@wilson.com,(152)265-5767,"523 Barnes Parks Suite 883, Millerchester, OK 91399",213,Strong Single,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,213,Store 1,179,4,57.24,2025-06-13,Delivered,179
1045,499,312,Lauren Michael,Female,ywelch@petty.com,+1-032-650-9775x3967,"Unit 7948 Box 7148, DPO AA 44705",284,Own Let,Grocery,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,284,Warehouse A,120,6,147.67,2025-05-29,Shipped,120
1046,499,312,Lauren Michael,Female,ywelch@petty.com,+1-032-650-9775x3967,"Unit 7948 Box 7148, DPO AA 44705",225,Consider Among,Toys,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,225,Warehouse B,35,4,280.12,2025-05-29,Shipped,35
1047,500,380,Ralph Chan,Other,olsonchristina@gmail.com,(152)638-4091x122,"5056 Garcia Passage, Lewisborough, SC 63864",21,Game Admit,Clothing,23,Osborne and Sons,(870)831-7278,stephanie79@mcclain.info,21,Store 2,381,3,336.74,2025-10-30,Delivered,381
1048,500,380,Ralph Chan,Other,olsonchristina@gmail.com,(152)638-4091x122,"5056 Garcia Passage, Lewisborough, SC 63864",52,Financial Long,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,52,Warehouse B,74,1,45.03,2025-10-30,Delivered,74
1049,500,380,Ralph Chan,Other,olsonchristina@gmail.com,(152)638-4091x122,"5056 Garcia Passage, Lewisborough, SC 63864",81,Tv Reduce,Electronics,26,Robinson-Graham,6562729806,millerroy@white-green.com,81,Store 2,466,4,86.5,2025-10-30,Delivered,466
1050,500,380,Ralph Chan,Other,olsonchristina@gmail.com,(152)638-4091x122,"5056 Garcia Passage, Lewisborough, SC 63864",250,Tax Care,Grocery,26,Robinson-Graham,6562729806,millerroy@white-green.com,250,Warehouse B,392,2,41.67,2025-10-30,Delivered,392
1051,501,62,Brittany Davis,Female,conwaydawn@hinton-phillips.info,1204556110,"255 Friedman Grove, West Lisaburgh, MO 52962",92,Hard Through,Clothing,37,George Group,001-594-013-9904x9027,lmoon@graham.info,92,Warehouse B,374,3,291.56,2025-05-18,Delivered,374
1052,502,360,Eric Fry,Other,stodd@hotmail.com,001-899-927-5175x889,"444 Lawrence Islands Apt. 935, Jamesmouth, TX 54442",146,Continue Carry,Beauty,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,146,Warehouse A,328,2,332.61,2025-05-17,Shipped,328
1053,502,360,Eric Fry,Other,stodd@hotmail.com,001-899-927-5175x889,"444 Lawrence Islands Apt. 935, Jamesmouth, TX 54442",244,Whom Hard,Toys,4,Cohen Inc,056.413.9537,pwilkerson@thomas-taylor.net,244,Store 2,347,1,350.22,2025-05-17,Shipped,347
1054,502,360,Eric Fry,Other,stodd@hotmail.com,001-899-927-5175x889,"444 Lawrence Islands Apt. 935, Jamesmouth, TX 54442",106,Explain Scientist,Garden,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,106,Store 1,495,2,135.91,2025-05-17,Shipped,495
1055,503,178,Jennifer Williamson,Other,michellecobb@hotmail.com,7676991507,"10919 Rebecca Crossroad, Michaelfort, RI 58778",268,Catch Picture,Garden,18,Pham-Shields,421.607.3375,lori33@keller.com,268,Store 1,494,2,38.33,2025-09-25,Delivered,494
1056,503,178,Jennifer Williamson,Other,michellecobb@hotmail.com,7676991507,"10919 Rebecca Crossroad, Michaelfort, RI 58778",211,If Maintain,Sports,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,211,Store 2,79,3,39.13,2025-09-25,Delivered,79
1057,504,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",20,Economy Per,Sports,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,20,Store 1,22,1,85.51,2025-07-20,Shipped,22
1058,504,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",256,Movie High,Beauty,20,Lam-Lee,6088356159,elizabeth14@parker.com,256,Warehouse B,194,1,156.16,2025-07-20,Shipped,194
1059,504,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",155,After Machine,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,155,Warehouse B,141,1,354.93,2025-07-20,Shipped,141
1060,504,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",215,Listen When,Garden,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,215,Warehouse B,293,3,368.23,2025-07-20,Shipped,293
1061,505,65,Dr. Alicia Powell,Other,petersenlatoya@walsh.info,503-758-9975x71130,"851 Penny Park Apt. 614, East David, MO 28758",99,Pretty Positive,Home,40,Murray Inc,+1-274-846-7737x8263,michellehill@morgan-french.com,99,Store 2,131,1,41.26,2025-07-22,Delivered,131
1062,505,65,Dr. Alicia Powell,Other,petersenlatoya@walsh.info,503-758-9975x71130,"851 Penny Park Apt. 614, East David, MO 28758",272,Probably Table,Grocery,18,Pham-Shields,421.607.3375,lori33@keller.com,272,Warehouse A,432,1,221.69,2025-07-22,Delivered,432
1063,506,61,Michael Mccoy,Female,qstanley@hotmail.com,992-618-9141x173,"356 Martin Plaza Suite 375, North Alexander, DE 75756",277,Popular Feel,Toys,44,Williams Inc,556-238-6922x2196,tyleraguilar@murray.info,277,Store 1,381,2,290.24,2025-05-22,Shipped,381
1064,506,61,Michael Mccoy,Female,qstanley@hotmail.com,992-618-9141x173,"356 Martin Plaza Suite 375, North Alexander, DE 75756",238,Entire Shake,Garden,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,238,Store 2,338,5,99.81,2025-05-22,Shipped,338
1065,507,220,Steven Davis,Other,llopez@hudson.com,+1-404-226-9312x1637,"PSC 6182, Box 0916, APO AA 03216",100,Republican Question,Toys,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,100,Store 1,495,4,70.57,2025-07-23,Delivered,495
1066,508,135,Ms. Bridget Cunningham,Other,hannah70@gmail.com,+1-814-069-3751x50939,"01871 Lee Island Apt. 562, Woodstad, LA 45710",243,Record Chance,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,243,Store 1,56,2,133.74,2025-10-09,Delivered,56
1067,508,135,Ms. Bridget Cunningham,Other,hannah70@gmail.com,+1-814-069-3751x50939,"01871 Lee Island Apt. 562, Woodstad, LA 45710",91,Door Throw,Beauty,16,Walters LLC,0524278680,jonesnicole@gardner.org,91,Store 1,17,2,64.34,2025-10-09,Delivered,17
1068,508,135,Ms. Bridget Cunningham,Other,hannah70@gmail.com,+1-814-069-3751x50939,"01871 Lee Island Apt. 562, Woodstad, LA 45710",23,Card Site,Clothing,11,House and Sons,(677)360-2606,sara74@horton-cross.net,23,Warehouse B,197,5,85.88,2025-10-09,Delivered,197
1069,509,255,Kayla Thompson,Male,diana95@espinoza-buchanan.com,001-461-767-9298x84259,"USNV Silva, FPO AA 09357",146,Continue Carry,Beauty,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,146,Warehouse A,328,1,350.12,2025-09-08,Delivered,328
1070,509,255,Kayla Thompson,Male,diana95@espinoza-buchanan.com,001-461-767-9298x84259,"USNV Silva, FPO AA 09357",223,Send Become,Sports,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,223,Warehouse B,92,2,419.93,2025-09-08,Delivered,92
1071,510,29,Rebecca Ortiz,Other,cynthiaallen@hotmail.com,(661)797-9688,"PSC 6805, Box 8911, APO AE 86694",233,Respond Piece,Sports,34,Wilson-Jones,190.229.4131x8699,kimberlyjames@evans-chapman.biz,233,Warehouse A,452,1,215.62,2025-09-19,Delivered,452
1072,511,86,Dr. Steve James,Female,jwelch@gmail.com,+1-569-961-1253x5544,"7598 Gutierrez Ferry Apt. 234, East Garrettville, CA 62522",27,List Star,Sports,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,27,Store 2,447,3,203.58,2025-08-17,Shipped,447
1073,512,396,Kristen Williams,Female,russelljohn@hotmail.com,+1-879-509-8221x040,"PSC 6481, Box 8804, APO AP 96614",15,Contain Break,Home,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,15,Store 1,233,1,264.35,2025-06-10,Delivered,233
1074,513,346,Paul Vasquez,Female,zmay@moore.info,(143)308-0037,"22855 Avila Skyway, Smithport, AK 88272",37,Question Allow,Beauty,11,House and Sons,(677)360-2606,sara74@horton-cross.net,37,Store 1,488,1,300.22,2025-06-13,Shipped,488
1075,513,346,Paul Vasquez,Female,zmay@moore.info,(143)308-0037,"22855 Avila Skyway, Smithport, AK 88272",228,Necessary Poor,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,228,Store 2,192,2,364.19,2025-06-13,Shipped,192
1076,514,261,Billy Wright,Male,wthornton@wallace.com,001-843-845-8810x56974,"348 David Stream, North Tiffany, NV 85685",167,Three Born,Beauty,29,Hogan PLC,5865185067,hamiltonmichael@zimmerman-graham.net,167,Store 2,243,1,416.13,2025-05-15,Pending,243
1077,514,261,Billy Wright,Male,wthornton@wallace.com,001-843-845-8810x56974,"348 David Stream, North Tiffany, NV 85685",57,Real Rather,Clothing,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,57,Warehouse B,317,1,375.81,2025-05-15,Pending,317
1078,515,7,Cynthia Snyder,Other,tanner82@hotmail.com,146-786-6912,"Unit 1778 Box 5289, DPO AE 17413",122,Become Use,Garden,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,122,Warehouse B,59,2,440.09,2025-07-16,Pending,59
1079,516,187,Victor Fowler,Male,jacksonemily@gmail.com,9702316433,"0580 Mark Loop, Mooreville, ND 55343",193,Responsibility Window,Toys,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,193,Store 1,160,1,418.28,2025-08-21,Delivered,160
1080,516,187,Victor Fowler,Male,jacksonemily@gmail.com,9702316433,"0580 Mark Loop, Mooreville, ND 55343",38,Ask Measure,Beauty,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,38,Store 2,320,2,284.96,2025-08-21,Delivered,320
1081,516,187,Victor Fowler,Male,jacksonemily@gmail.com,9702316433,"0580 Mark Loop, Mooreville, ND 55343",300,Western Must,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,300,Warehouse A,231,2,397.28,2025-08-21,Delivered,231
1082,516,187,Victor Fowler,Male,jacksonemily@gmail.com,9702316433,"0580 Mark Loop, Mooreville, ND 55343",28,High Must,Clothing,5,"Baker, Richards and Hurst",(532)871-0122x6916,dcarlson@king.com,28,Store 2,51,3,434.15,2025-08-21,Delivered,51
1083,517,92,Michael Howard,Other,rachel77@phillips.com,+1-557-498-2182,"570 Gross Brook Suite 935, Lake Tammyfurt, NC 90052",233,Respond Piece,Sports,34,Wilson-Jones,190.229.4131x8699,kimberlyjames@evans-chapman.biz,233,Warehouse A,452,3,215.62,2025-05-24,Delivered,452
1084,518,366,Ann Moon,Female,wrightalicia@chavez-carter.biz,236-428-1319x092,"2303 Carlos Courts Suite 281, Transtad, HI 20518",70,Matter Audience,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,70,Store 1,353,1,410.97,2025-10-29,Delivered,353
1085,519,165,Kelly Jones,Other,richard26@gmail.com,(029)084-6684x5504,"PSC 9267, Box 3899, APO AP 58453",184,Decade Consumer,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,184,Warehouse A,50,1,257.66,2025-07-17,Delivered,50
1086,519,165,Kelly Jones,Other,richard26@gmail.com,(029)084-6684x5504,"PSC 9267, Box 3899, APO AP 58453",104,Rule Example,Electronics,42,Hall-Rowe,5766270289,molly71@lozano.com,104,Warehouse B,72,1,352.37,2025-07-17,Delivered,72
1087,519,165,Kelly Jones,Other,richard26@gmail.com,(029)084-6684x5504,"PSC 9267, Box 3899, APO AP 58453",66,Form Late,Garden,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,66,Store 2,37,2,363.06,2025-07-17,Delivered,37
1088,520,369,James Marquez,Female,stevenperry@gmail.com,214.505.7661,"870 Jones Isle Apt. 482, North Dustinside, AR 03736",31,Do Young,Grocery,42,Hall-Rowe,5766270289,molly71@lozano.com,31,Store 2,38,2,79.51,2025-08-04,Shipped,38
1089,520,369,James Marquez,Female,stevenperry@gmail.com,214.505.7661,"870 Jones Isle Apt. 482, North Dustinside, AR 03736",70,Matter Audience,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,70,Store 1,353,1,432.6,2025-08-04,Shipped,353
1090,521,40,Austin Baker,Other,fryraymond@fuller-mason.biz,(618)892-4141x83285,"6303 Sandy Crescent, Salazarton, TN 97716",235,Girl Between,Toys,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,235,Warehouse A,386,1,148.94,2025-10-08,Delivered,386
1091,521,40,Austin Baker,Other,fryraymond@fuller-mason.biz,(618)892-4141x83285,"6303 Sandy Crescent, Salazarton, TN 97716",88,Participant Movement,Garden,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,88,Warehouse A,321,3,34.82,2025-10-08,Delivered,321
1092,521,40,Austin Baker,Other,fryraymond@fuller-mason.biz,(618)892-4141x83285,"6303 Sandy Crescent, Salazarton, TN 97716",113,Allow Benefit,Garden,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,113,Store 1,421,1,390.51,2025-10-08,Delivered,421
1093,521,40,Austin Baker,Other,fryraymond@fuller-mason.biz,(618)892-4141x83285,"6303 Sandy Crescent, Salazarton, TN 97716",81,Tv Reduce,Electronics,26,Robinson-Graham,6562729806,millerroy@white-green.com,81,Store 2,466,5,86.5,2025-10-08,Delivered,466
1094,522,258,Alison Nicholson,Male,peter51@gmail.com,189-389-8469x0819,"005 Green Isle Apt. 238, Sandraton, NM 10057",284,Own Let,Grocery,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,284,Warehouse A,120,2,147.67,2025-11-03,Delivered,120
1095,522,258,Alison Nicholson,Male,peter51@gmail.com,189-389-8469x0819,"005 Green Isle Apt. 238, Sandraton, NM 10057",45,Fund Political,Garden,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,45,Warehouse B,227,3,243.48,2025-11-03,Delivered,227
1096,523,92,Michael Howard,Other,rachel77@phillips.com,+1-557-498-2182,"570 Gross Brook Suite 935, Lake Tammyfurt, NC 90052",251,Scientist Them,Electronics,41,Campbell LLC,001-972-787-5588,ugibson@pollard.org,251,Store 1,391,1,80.1,2025-07-11,Delivered,391
1097,523,92,Michael Howard,Other,rachel77@phillips.com,+1-557-498-2182,"570 Gross Brook Suite 935, Lake Tammyfurt, NC 90052",243,Record Chance,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,243,Store 1,56,3,133.74,2025-07-11,Delivered,56
1098,523,92,Michael Howard,Other,rachel77@phillips.com,+1-557-498-2182,"570 Gross Brook Suite 935, Lake Tammyfurt, NC 90052",143,Especially Figure,Sports,5,"Baker, Richards and Hurst",(532)871-0122x6916,dcarlson@king.com,143,Warehouse A,495,1,313.46,2025-07-11,Delivered,495
1099,523,92,Michael Howard,Other,rachel77@phillips.com,+1-557-498-2182,"570 Gross Brook Suite 935, Lake Tammyfurt, NC 90052",220,Assume Little,Clothing,29,Hogan PLC,5865185067,hamiltonmichael@zimmerman-graham.net,220,Store 1,139,4,376.49,2025-07-11,Delivered,139
1100,524,24,Renee Browning,Male,warrenjohn@fox.biz,567-933-4101,"700 Christopher Vista Suite 591, East Jasonshire, KY 06603",223,Send Become,Sports,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,223,Warehouse B,92,1,399.93,2025-08-25,Shipped,92
1101,525,239,Jorge Hernandez,Other,roachanthony@gmail.com,124.473.1584,"8634 James Vista Suite 619, Gabrielborough, NM 57316",77,Peace Or,Home,36,Mcdaniel LLC,+1-936-183-2421x0249,scott74@powell.info,77,Store 1,358,2,30.04,2025-07-26,Delivered,358
1102,525,239,Jorge Hernandez,Other,roachanthony@gmail.com,124.473.1584,"8634 James Vista Suite 619, Gabrielborough, NM 57316",214,War Analysis,Grocery,24,Manning Group,434.873.4714x345,patricia12@hall.com,214,Store 1,58,3,355.12,2025-07-26,Delivered,58
1103,525,239,Jorge Hernandez,Other,roachanthony@gmail.com,124.473.1584,"8634 James Vista Suite 619, Gabrielborough, NM 57316",21,Game Admit,Clothing,23,Osborne and Sons,(870)831-7278,stephanie79@mcclain.info,21,Store 2,381,1,319.9,2025-07-26,Delivered,381
1104,525,239,Jorge Hernandez,Other,roachanthony@gmail.com,124.473.1584,"8634 James Vista Suite 619, Gabrielborough, NM 57316",259,Space Mention,Clothing,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,259,Warehouse A,441,1,136.0,2025-07-26,Delivered,441
1105,526,160,Joseph Smith,Male,jacksonthomas@sullivan.info,995-641-2203x1030,"368 Christopher Trail, Hernandezchester, DE 22272",202,Perhaps Arrive,Home,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,202,Store 1,300,2,370.51,2025-08-06,Shipped,300
1106,526,160,Joseph Smith,Male,jacksonthomas@sullivan.info,995-641-2203x1030,"368 Christopher Trail, Hernandezchester, DE 22272",51,Picture Nice,Toys,24,Manning Group,434.873.4714x345,patricia12@hall.com,51,Store 2,191,2,117.35,2025-08-06,Shipped,191
1107,527,234,Belinda Porter,Female,wjenkins@hotmail.com,(851)276-5289x28664,"491 Linda Cove Apt. 096, South Karenside, SC 58710",43,Life Back,Grocery,11,House and Sons,(677)360-2606,sara74@horton-cross.net,43,Warehouse A,222,2,6.61,2025-05-17,Delivered,222
1108,527,234,Belinda Porter,Female,wjenkins@hotmail.com,(851)276-5289x28664,"491 Linda Cove Apt. 096, South Karenside, SC 58710",209,Top Believe,Home,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,209,Warehouse A,180,1,399.13,2025-05-17,Delivered,180
1109,528,150,Kevin Henry,Other,stewartrodney@hotmail.com,425.754.0900,"8645 Amanda Freeway, Pricefurt, KS 39939",152,Away Industry,Clothing,29,Hogan PLC,5865185067,hamiltonmichael@zimmerman-graham.net,152,Warehouse B,416,3,258.03,2025-10-06,Delivered,416
1110,529,379,Brian Young,Female,gregory30@hotmail.com,(153)701-2424x46263,"44881 Tonya Well Apt. 031, Tammyville, NV 44741",47,Face Probably,Clothing,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,47,Warehouse A,462,5,80.66,2025-10-21,Shipped,462
1111,529,379,Brian Young,Female,gregory30@hotmail.com,(153)701-2424x46263,"44881 Tonya Well Apt. 031, Tammyville, NV 44741",246,Including Carry,Toys,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,246,Warehouse B,23,1,249.22,2025-10-21,Shipped,23
1112,530,189,Jeanne Colon,Other,nwright@reynolds.org,603-248-4137,"1185 Hayes Glen, New Bradley, CA 84238",236,Open Resource,Home,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,236,Warehouse A,345,2,362.04,2025-10-13,Cancelled,345
